row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment,ClimateChange.Health,ClimateChange.SocialEconomic,ClimateChange.ExtremeEvents
280,"AL, Elmore, 01051030800",1051030800,"+32.5610711,-086.2497127",0.574019423,0.599814088,0.571063255,0.62635548,0.36890544,0.624563308,0.709875587,0.517558806
281,"AL, Elmore, 01051030901",1051030901,"+32.5469081,-086.3854177",0.509976581,0.510994444,0.394222494,0.563149425,0.273040608,0.623680201,0.703067969,0.501680927
282,"AL, Elmore, 01051030902",1051030902,"+32.5525260,-086.3263182",0.598647979,0.720338785,0.579042026,0.684947527,0.397121528,0.619118309,0.681595069,0.508372611
283,"AL, Elmore, 01051031000",1051031000,"+32.4977055,-086.3883595",0.572262093,0.627381211,0.474653359,0.631294071,0.405650051,0.610323079,0.751506109,0.505026769
284,"AL, Elmore, 01051031100",1051031100,"+32.5107959,-086.3562804",0.53476385,0.599473422,0.381426887,0.549953367,0.384676955,0.621395399,0.713157661,0.493263261
285,"AL, Elmore, 01051031200",1051031200,"+32.4900075,-086.3162643",0.628999778,0.792202318,0.629589455,0.635411551,0.497402303,0.613948029,0.722317002,0.51212779
286,"AL, Elmore, 01051031300",1051031300,"+32.4379029,-086.3720711",0.603642332,0.700546012,0.536221679,0.567183916,0.537683623,0.580659133,0.788061861,0.515140098
287,"AL, Escambia, 01053969800",1053969800,"+31.0992573,-086.9100675",0.61748613,0.833038924,0.564924598,0.64109119,0.373795693,0.574376061,0.808162561,0.527013879
288,"AL, Escambia, 01053969900",1053969900,"+31.1217475,-087.1684290",0.621963069,0.84914307,0.48717061,0.596592289,0.426614211,0.594179345,0.858462765,0.541579194
289,"AL, Escambia, 01053970100",1053970100,"+31.1886388,-087.0643721",0.581199786,0.735754634,0.507612755,0.628580024,0.334557934,0.574116858,0.763973572,0.523802728
290,"AL, Escambia, 01053970200",1053970200,"+31.1141013,-087.0635204",0.641549939,0.870407451,0.622628531,0.71192333,0.447085998,0.617931171,0.71993148,0.500941614
291,"AL, Escambia, 01053970300",1053970300,"+31.1101912,-087.2785673",0.623635916,0.869209099,0.525154445,0.653014037,0.407045218,0.588577742,0.777613291,0.544837577
292,"AL, Escambia, 01053970400",1053970400,"+31.1860534,-087.4694458",0.630999137,0.815848073,0.570495162,0.663379396,0.429071983,0.609390042,0.782448672,0.546360629
293,"AL, Escambia, 01053970500",1053970500,"+31.0686299,-087.4920886",0.635105144,0.875897494,0.540322152,0.667715712,0.441524001,0.583884976,0.795065548,0.541326129
294,"AL, Escambia, 01053970600",1053970600,"+31.0580994,-087.4085812",0.645135392,0.883997742,0.585681957,0.751024639,0.353259192,0.599537276,0.804947135,0.537499804
295,"AL, Escambia, 01053970700",1053970700,"+31.0153500,-087.4358347",0.620732449,0.864040436,0.585624382,0.666800259,0.303496195,0.5894404,0.799120195,0.53660528
296,"AL, Etowah, 01055000200",1055000200,"+34.0321863,-085.9730613",0.642333962,0.853167646,0.649244732,0.752587944,0.434712183,0.70540768,0.641586068,0.459631478
297,"AL, Etowah, 01055000300",1055000300,"+34.0295786,-086.0064951",0.656793937,0.866876765,0.627013351,0.838826274,0.47990158,0.709718082,0.602301828,0.472919677
298,"AL, Etowah, 01055000400",1055000400,"+34.0476377,-086.0344203",0.582977235,0.686957611,0.376537652,0.737425221,0.427124394,0.705538486,0.648023722,0.499233557
299,"AL, Etowah, 01055000500",1055000500,"+34.0303528,-086.0473351",0.61633096,0.890681883,0.570174385,0.687494602,0.422764877,0.698427377,0.566544492,0.478229109
300,"AL, Etowah, 01055000600",1055000600,"+34.0157310,-086.0608761",0.613581444,0.910577971,0.59521391,0.610151306,0.493574635,0.671320481,0.538288456,0.475943348
301,"AL, Etowah, 01055000700",1055000700,"+34.0237210,-086.0392767",0.622837358,0.91010844,0.595851491,0.64997026,0.504615359,0.699598034,0.554690667,0.445027257
302,"AL, Etowah, 01055000800",1055000800,"+34.0203514,-086.0242271",0.641826415,0.89363832,0.681754913,0.633808687,0.548757372,0.703654373,0.567004227,0.464167011
303,"AL, Etowah, 01055000900",1055000900,"+34.0003469,-086.0427603",0.628373851,0.866804471,0.619414994,0.590025967,0.516328645,0.700065325,0.635000157,0.470977399
304,"AL, Etowah, 01055001000",1055001000,"+34.0097578,-086.0234006",0.636388639,0.857394267,0.668548069,0.701581726,0.472752668,0.722620746,0.562692509,0.469130489
305,"AL, Etowah, 01055001100",1055001100,"+33.9569465,-085.9968726",0.554214216,0.602331319,0.37812102,0.586280366,0.439204386,0.703931446,0.717779703,0.45185127
306,"AL, Etowah, 01055001200",1055001200,"+33.9970913,-086.0082621",0.595376675,0.76380455,0.476824683,0.578802584,0.546432275,0.711984763,0.64817334,0.441614529
307,"AL, Etowah, 01055001300",1055001300,"+34.0078782,-085.9865947",0.645110773,0.809796358,0.629795378,0.665017458,0.627508767,0.706046933,0.637426688,0.440183827
308,"AL, Etowah, 01055001600",1055001600,"+33.9780622,-085.9775275",0.630526209,0.794451869,0.588446055,0.706603429,0.493006017,0.701410605,0.700341048,0.429424438
309,"AL, Etowah, 01055001700",1055001700,"+33.9825311,-085.9518384",0.637066747,0.838347318,0.634937625,0.638401846,0.56355888,0.700470959,0.663924032,0.419826568
310,"AL, Etowah, 01055010100",1055010100,"+34.0640830,-086.0661828",0.608732285,0.829260252,0.511894727,0.655014336,0.427948687,0.713632911,0.618094686,0.505280397
311,"AL, Etowah, 01055010200",1055010200,"+34.0026510,-086.1081054",0.61767942,0.767576194,0.622158842,0.624070057,0.470792935,0.684526158,0.674019165,0.480612586
312,"AL, Etowah, 01055010300",1055010300,"+34.0153389,-086.1471062",0.587673794,0.759768864,0.403782938,0.635926817,0.417788152,0.751747942,0.649691282,0.495010561
313,"AL, Etowah, 01055010401",1055010401,"+33.9640619,-086.0418350",0.590583335,0.744670434,0.563846999,0.57475092,0.460761949,0.699598034,0.644283272,0.446171734
314,"AL, Etowah, 01055010402",1055010402,"+33.9271493,-086.0951133",0.556874115,0.675693067,0.429792055,0.525011474,0.400889825,0.705353649,0.687846587,0.473532151
315,"AL, Etowah, 01055010501",1055010501,"+33.8977233,-086.0296710",0.511481242,0.570779404,0.34008181,0.516960518,0.289662198,0.694820498,0.699042092,0.469022171
316,"AL, Etowah, 01055010502",1055010502,"+33.9184130,-085.9183325",0.540440632,0.61230497,0.339980573,0.624443408,0.339290346,0.708844995,0.718613483,0.439606647
317,"AL, Etowah, 01055010601",1055010601,"+33.9809286,-085.8667890",0.55913515,0.696552804,0.387144481,0.613846214,0.355829728,0.715822639,0.701649525,0.443100655
318,"AL, Etowah, 01055010602",1055010602,"+34.0217211,-085.7993576",0.565834929,0.726278225,0.391044401,0.721772192,0.294384648,0.678072119,0.697875072,0.451417849
319,"AL, Etowah, 01055010700",1055010700,"+34.0726595,-085.8991944",0.579165636,0.771393439,0.426182404,0.648297982,0.378365192,0.707564033,0.657559827,0.464796576
320,"AL, Etowah, 01055010800",1055010800,"+34.1267580,-085.9346999",0.582572379,0.750381873,0.501227706,0.648241429,0.353303796,0.721953083,0.63219414,0.470704629
321,"AL, Etowah, 01055010900",1055010900,"+34.1470152,-086.0149509",0.573044933,0.721436428,0.399580023,0.68262215,0.356494262,0.753326647,0.602171252,0.495683772
322,"AL, Etowah, 01055011001",1055011001,"+34.1536750,-086.0783389",0.600844184,0.805012658,0.46830981,0.693284926,0.300226824,0.747563316,0.674376888,0.517134868
323,"AL, Etowah, 01055011002",1055011002,"+34.1197098,-086.1655116",0.600937376,0.790023631,0.493111589,0.650959758,0.347604967,0.732329674,0.678186706,0.514345307
324,"AL, Etowah, 01055011100",1055011100,"+34.0544877,-086.2584549",0.628183154,0.81262242,0.580537858,0.746190666,0.266401411,0.81199972,0.668438415,0.511091585
325,"AL, Etowah, 01055011200",1055011200,"+34.0016388,-085.9678152",0.663111078,0.851699574,0.637337268,0.766958189,0.599931575,0.712310809,0.651368364,0.422171767
326,"AL, Fayette, 01057020000",1057020000,"+33.8171345,-087.6438256",0.552408066,0.669673042,0.518788724,0.625783017,0.262275691,0.631069472,0.678874492,0.480392023
327,"AL, Fayette, 01057020100",1057020100,"+33.8520677,-087.8328082",0.548338087,0.670931452,0.492005619,0.66949414,0.250995672,0.558992582,0.716412283,0.479534862
328,"AL, Fayette, 01057020200",1057020200,"+33.7012455,-087.8909439",0.552156298,0.599453372,0.565016336,0.641073421,0.288789376,0.565528697,0.729892862,0.475340023
329,"AL, Fayette, 01057020300",1057020300,"+33.6063714,-087.8119490",0.588242053,0.719020759,0.640640545,0.731785114,0.26265402,0.55904897,0.72296691,0.481578053
330,"AL, Fayette, 01057020400",1057020400,"+33.6467457,-087.6148586",0.568121033,0.667089158,0.579865202,0.683825524,0.230909474,0.55382992,0.779571472,0.481756483
331,"AL, Franklin, 01059972900",1059972900,"+34.5219056,-087.6206134",0.568928611,0.660569939,0.59525928,0.562622979,0.324741955,0.565867223,0.760159718,0.513279186
332,"AL, Franklin, 01059973000",1059973000,"+34.5412526,-087.7181350",0.606597546,0.714877101,0.637882983,0.702243033,0.31557251,0.631870165,0.747223204,0.496513825
333,"AL, Franklin, 01059973100",1059973100,"+34.4906938,-087.8584091",0.533294723,0.614611878,0.373383041,0.694210336,0.271250331,0.550191997,0.712870916,0.51654456
334,"AL, Franklin, 01059973200",1059973200,"+34.5042720,-087.7560237",0.588701809,0.71002626,0.634803518,0.661055242,0.256519027,0.622607841,0.737961851,0.497938927
335,"AL, Franklin, 01059973300",1059973300,"+34.4374183,-087.6312046",0.600079115,0.699322119,0.591505198,0.623940144,0.345817662,0.678007582,0.747295293,0.514665804
336,"AL, Franklin, 01059973400",1059973400,"+34.5152306,-088.0797797",0.558822654,0.756508705,0.508109085,0.591797035,0.259340692,0.549095633,0.741048062,0.505859368
337,"AL, Franklin, 01059973500",1059973500,"+34.4392881,-088.0399565",0.525404155,0.641291576,0.445348617,0.57882327,0.239718301,0.54813037,0.718598564,0.505918388
338,"AL, Franklin, 01059973600",1059973600,"+34.3793871,-088.0060647",0.545002172,0.664381624,0.511465682,0.688626736,0.145096391,0.580212679,0.709777905,0.515454189
339,"AL, Franklin, 01059973700",1059973700,"+34.3563851,-087.6967062",0.570899105,0.672708296,0.493689806,0.651874519,0.225429603,0.65065895,0.780309179,0.521623382
340,"AL, Geneva, 01061050100",1061050100,"+31.0847817,-086.0861751",0.562299628,0.78226876,0.561649196,0.616979488,0.235071162,0.549967943,0.668394218,0.521766625
341,"AL, Geneva, 01061050200",1061050200,"+31.1444677,-085.8889331",0.518679099,0.711389107,0.425281178,0.571546395,0.245424427,0.557423056,0.607707806,0.511981723
342,"AL, Geneva, 01061050300",1061050300,"+31.0500253,-085.9115696",0.580593799,0.782463124,0.647107208,0.657680407,0.233257935,0.552419641,0.690577123,0.500651157
343,"AL, Geneva, 01061050400",1061050400,"+31.0696505,-085.7368633",0.564182366,0.735864238,0.520096915,0.66045142,0.285801322,0.569111494,0.673647169,0.504304004
344,"AL, Geneva, 01061050500",1061050500,"+31.1232526,-085.6085218",0.571411363,0.746355965,0.593164572,0.688646888,0.252245228,0.568056461,0.642106339,0.509304084
345,"AL, Geneva, 01061050600",1061050600,"+31.0860719,-085.5280322",0.532869584,0.686939627,0.414094502,0.718375604,0.205869601,0.562482947,0.634162985,0.508161821
346,"AL, Greene, 01063060000",1063060000,"+32.9586918,-088.0509235",0.613769211,0.765081001,0.658379276,0.820824788,0.257734188,0.552788485,0.760941916,0.480634824
347,"AL, Greene, 01063060100",1063060100,"+32.8913001,-087.8711080",0.610432989,0.75584647,0.579148226,0.758469167,0.351737952,0.546824839,0.805639607,0.47536466
348,"AL, Greene, 01063060200",1063060200,"+32.6861323,-087.9472665",0.624293379,0.759016573,0.634515208,0.763544726,0.409793764,0.542927849,0.786563315,0.473692217
349,"AL, Hale, 01065040000",1065040000,"+32.9331144,-087.5518100",0.603234542,0.809955701,0.604443146,0.637637348,0.336241925,0.563107996,0.797985954,0.473269725
350,"AL, Hale, 01065040100",1065040100,"+32.8612587,-087.6980338",0.588037583,0.830207719,0.487044186,0.659256472,0.333686761,0.566640464,0.766817809,0.472609672
351,"AL, Hale, 01065040200",1065040200,"+32.7781709,-087.5298175",0.573132887,0.810859184,0.509113522,0.643140839,0.266768931,0.566188655,0.742859891,0.472999185
352,"AL, Hale, 01065040300",1065040300,"+32.7360224,-087.7411277",0.587807062,0.78967967,0.512153144,0.741458053,0.264402645,0.565752244,0.76723538,0.473968301
353,"AL, Hale, 01065040400",1065040400,"+32.6514361,-087.6504698",0.621441184,0.842116993,0.648884878,0.725359577,0.272942379,0.564720233,0.822396807,0.47366742
354,"AL, Hale, 01065040500",1065040500,"+32.5434531,-087.6369956",0.601459075,0.84471014,0.545353844,0.630317933,0.36439647,0.558774628,0.788774928,0.477885583
355,"AL, Henry, 01067030100",1067030100,"+31.6076808,-085.3291876",0.55668326,0.667397704,0.543657735,0.561422648,0.338527136,0.61167243,0.647933523,0.526171645
356,"AL, Henry, 01067030200",1067030200,"+31.5642155,-085.2596338",0.564324115,0.644443223,0.610684473,0.575782636,0.33257196,0.597208845,0.672921086,0.516656579
357,"AL, Henry, 01067030300",1067030300,"+31.6127173,-085.1367411",0.540516128,0.643422817,0.507916783,0.60914674,0.204099772,0.604165882,0.687428589,0.527432312
358,"AL, Henry, 01067030400",1067030400,"+31.4461219,-085.3319755",0.538208061,0.635450211,0.547737993,0.490645443,0.342443863,0.5918614,0.643982248,0.515335269
359,"AL, Henry, 01067030500",1067030500,"+31.3537890,-085.3162167",0.544559239,0.581564458,0.465281573,0.56654908,0.364452759,0.60704885,0.719932414,0.507085536
360,"AL, Henry, 01067030600",1067030600,"+31.4041289,-085.1458453",0.536744035,0.640197237,0.531599805,0.620805874,0.194483974,0.605616343,0.64715687,0.517348139
361,"AL, Houston, 01069040100",1069040100,"+31.2347868,-085.5932271",0.53027903,0.683474865,0.402057078,0.607134574,0.292117602,0.553312671,0.662933031,0.510923387
362,"AL, Houston, 01069040201",1069040201,"+31.2196688,-085.4664605",0.513293412,0.550253428,0.339183619,0.623039968,0.339973341,0.571488387,0.681272114,0.487843027
363,"AL, Houston, 01069040202",1069040202,"+31.2553447,-085.4614544",0.507021216,0.539753769,0.30633319,0.550196977,0.403980852,0.568443674,0.685507663,0.494932386
364,"AL, Houston, 01069040301",1069040301,"+31.2531951,-085.4134185",0.585675554,0.745817982,0.501617493,0.637521344,0.497427769,0.583258977,0.652006838,0.482078476
365,"AL, Houston, 01069040302",1069040302,"+31.2755042,-085.4348318",0.612377383,0.74744225,0.610253046,0.750890493,0.490235911,0.582838005,0.625880819,0.479101155
366,"AL, Houston, 01069040400",1069040400,"+31.2357975,-085.4197082",0.519999708,0.643388196,0.442392256,0.514695309,0.458766428,0.546078385,0.58685501,0.447822375
367,"AL, Houston, 01069040500",1069040500,"+31.2200822,-085.4193412",0.533935903,0.670654063,0.397430771,0.578966889,0.458745098,0.574990002,0.596000749,0.46076375
368,"AL, Houston, 01069040600",1069040600,"+31.2280959,-085.3990393",0.615064204,0.873722037,0.698438776,0.578466757,0.504826454,0.599868854,0.645691599,0.404434951
369,"AL, Houston, 01069040700",1069040700,"+31.2080051,-085.4121232",0.571994041,0.82716716,0.594643379,0.570924387,0.406475657,0.568151096,0.581544932,0.455051679
370,"AL, Houston, 01069040800",1069040800,"+31.1643010,-085.4250971",0.572487894,0.726894943,0.490810179,0.677464294,0.342089743,0.582735235,0.68514722,0.502273646
371,"AL, Houston, 01069040900",1069040900,"+31.1821867,-085.3530811",0.575766297,0.705534697,0.433602203,0.67939598,0.426470676,0.573814312,0.707547751,0.503998463
372,"AL, Houston, 01069041000",1069041000,"+31.2083512,-085.3754388",0.633161049,0.840856075,0.66017816,0.694743725,0.470365244,0.572951821,0.722445622,0.470586694
373,"AL, Houston, 01069041100",1069041100,"+31.1906255,-085.3953411",0.592519875,0.792837634,0.576603703,0.570124855,0.450405363,0.580386327,0.699560872,0.477720369
374,"AL, Houston, 01069041200",1069041200,"+31.2153284,-085.3928209",0.635020473,0.903857108,0.692131924,0.699848588,0.477750989,0.592413675,0.626468409,0.452672621
375,"AL, Houston, 01069041400",1069041400,"+31.2388804,-085.3512422",0.637329841,0.853418548,0.658081652,0.64980436,0.521427347,0.59544046,0.687406451,0.49573007
376,"AL, Houston, 01069041500",1069041500,"+31.2771390,-085.3841364",0.638207397,0.86186905,0.587771747,0.664985385,0.531861347,0.589009632,0.732710775,0.499243846
377,"AL, Houston, 01069041600",1069041600,"+31.2688350,-085.2759901",0.615116735,0.799844295,0.531115015,0.757467912,0.42594975,0.554424374,0.717702732,0.519313065
378,"AL, Houston, 01069041700",1069041700,"+31.2437696,-085.1548355",0.559397112,0.83062004,0.437157444,0.640087284,0.32900702,0.570564252,0.59875916,0.509584584
379,"AL, Houston, 01069041800",1069041800,"+31.0607041,-085.1207652",0.564594587,0.808526155,0.448603682,0.647658616,0.345024676,0.557397187,0.619807689,0.525144104
380,"AL, Houston, 01069041900",1069041900,"+31.1644974,-085.2468500",0.594799624,0.773981294,0.480881989,0.729104233,0.35916701,0.577888438,0.725818827,0.516755578
381,"AL, Houston, 01069042000",1069042000,"+31.0704936,-085.3000476",0.566958888,0.80316738,0.505209273,0.68945009,0.228135938,0.563065416,0.666900628,0.512783494
382,"AL, Houston, 01069042100",1069042100,"+31.0744338,-085.4260928",0.541382825,0.733710693,0.409648581,0.630075644,0.261681023,0.570851724,0.673565428,0.510146683
383,"AL, Jackson, 01071950100",1071950100,"+34.8513417,-085.7000137",0.605820382,0.750768312,0.41188224,0.695293018,0.304197897,0.725816911,0.79922285,0.553561446
384,"AL, Jackson, 01071950200",1071950200,"+34.9668472,-085.7774458",0.61007438,0.762545611,0.53769011,0.700093107,0.381605442,0.623933007,0.720461226,0.544192156
385,"AL, Jackson, 01071950300",1071950300,"+34.8863961,-085.9296764",0.632812247,0.760825158,0.560297047,0.762390674,0.372896124,0.653622641,0.74811879,0.571535299
386,"AL, Jackson, 01071950400",1071950400,"+34.8787834,-086.2279366",0.580089596,0.747544448,0.424070431,0.719728099,0.176929828,0.719769804,0.681202829,0.591381737
387,"AL, Jackson, 01071950500",1071950500,"+34.6769482,-086.2575118",0.602510103,0.763698398,0.495503104,0.693530384,0.339044284,0.621832976,0.715217796,0.588743782
388,"AL, Jackson, 01071950600",1071950600,"+34.7615314,-086.0476196",0.60563382,0.733766201,0.445005188,0.648291687,0.361095156,0.669849755,0.801590895,0.579837858
389,"AL, Jackson, 01071950700",1071950700,"+34.6251408,-086.1272894",0.603162244,0.764339096,0.449144767,0.63975227,0.393740989,0.628713132,0.759176918,0.587268533
390,"AL, Jackson, 01071950800",1071950800,"+34.6633617,-086.0358725",0.605662204,0.751360977,0.545631918,0.564563874,0.409748426,0.644236913,0.756808874,0.567284446
391,"AL, Jackson, 01071950900",1071950900,"+34.6590970,-085.9741295",0.563234897,0.62791364,0.33877979,0.612639768,0.395677258,0.613990329,0.79123325,0.562410245
392,"AL, Jackson, 01071951000",1071951000,"+34.7011992,-085.8145736",0.598364962,0.781598932,0.466628401,0.705388804,0.234256078,0.715224695,0.73297745,0.552480374
393,"AL, Jackson, 01071951100",1071951100,"+34.5718110,-085.9709591",0.587439193,0.759230421,0.492690579,0.636536573,0.270257214,0.634735694,0.746444428,0.57217944
394,"AL, Jefferson, 01073000100",1073000100,"+33.5797341,-086.7230133",0.674261429,0.852704791,0.797378173,0.780306878,0.553711994,0.672529054,0.565022565,0.49817655
395,"AL, Jefferson, 01073000300",1073000300,"+33.5428209,-086.7524340",0.656405365,0.870277759,0.739143597,0.657827424,0.747650509,0.631445757,0.493456205,0.4550363
396,"AL, Jefferson, 01073000400",1073000400,"+33.5632451,-086.7640477",0.675054988,0.844862295,0.673893604,0.826575145,0.69835478,0.633004007,0.563526385,0.485168701
397,"AL, Jefferson, 01073000500",1073000500,"+33.5442405,-086.7749128",0.679080137,0.838733968,0.7343843,0.795739975,0.76297472,0.60559145,0.548164699,0.467971845
398,"AL, Jefferson, 01073000700",1073000700,"+33.5525405,-086.8016893",0.68748827,0.887385469,0.734551826,0.833507195,0.732845514,0.596444561,0.561758172,0.465925155
399,"AL, Jefferson, 01073000800",1073000800,"+33.5499025,-086.8329641",0.683574543,0.870999533,0.699750958,0.740543536,0.793252134,0.595674404,0.606007009,0.478794226
400,"AL, Jefferson, 01073001100",1073001100,"+33.5423337,-086.8765161",0.639846215,0.765789301,0.618562759,0.806933923,0.612951217,0.564377821,0.602065255,0.508243231
401,"AL, Jefferson, 01073001200",1073001200,"+33.5253464,-086.8658012",0.657590197,0.797043897,0.620853454,0.757606268,0.736250254,0.608723419,0.599446941,0.483207145
402,"AL, Jefferson, 01073001400",1073001400,"+33.5261497,-086.8351469",0.642339885,0.776876981,0.64424411,0.688445659,0.756745232,0.605909781,0.55940781,0.464749621
403,"AL, Jefferson, 01073001500",1073001500,"+33.5298725,-086.8197194",0.656569474,0.85679345,0.741211576,0.709330135,0.737470394,0.59840846,0.517318913,0.435453388
404,"AL, Jefferson, 01073001600",1073001600,"+33.5372993,-086.8036592",0.679898198,0.863931492,0.776269976,0.687927689,0.812069845,0.606092047,0.553352362,0.459643976
405,"AL, Jefferson, 01073001902",1073001902,"+33.5532049,-086.7429806",0.669618662,0.872569853,0.775713025,0.656893079,0.683142547,0.688342852,0.531022559,0.479646721
406,"AL, Jefferson, 01073002000",1073002000,"+33.5591908,-086.7233518",0.646213882,0.863389158,0.806416867,0.785964149,0.457079604,0.684779665,0.503296988,0.422570743
407,"AL, Jefferson, 01073002100",1073002100,"+33.5650016,-086.7101022",0.63028227,0.825601877,0.712420601,0.807410779,0.511487872,0.663459168,0.476474565,0.415121026
408,"AL, Jefferson, 01073002200",1073002200,"+33.5521302,-086.7276760",0.635142117,0.817766036,0.726243731,0.741420193,0.538896759,0.660142381,0.480197332,0.481328389
409,"AL, Jefferson, 01073002303",1073002303,"+33.5383152,-086.7270444",0.676587814,0.835377316,0.748772854,0.880807432,0.574856373,0.686073544,0.520398323,0.489828856
410,"AL, Jefferson, 01073002305",1073002305,"+33.5333417,-086.7479567",0.52301019,0.489359933,0.417890464,0.61602864,0.603695899,0.679372969,0.461841927,0.3928815
411,"AL, Jefferson, 01073002306",1073002306,"+33.5230233,-086.7457554",0.518777907,0.477990999,0.402002692,0.605059383,0.581266502,0.625261251,0.514288469,0.425576053
412,"AL, Jefferson, 01073002400",1073002400,"+33.5260747,-086.7830317",0.640680961,0.770255455,0.671964899,0.679000472,0.732863058,0.601486507,0.564165662,0.465030676
413,"AL, Jefferson, 01073002700",1073002700,"+33.5176007,-086.8106889",0.603133142,0.778534468,0.581351636,0.570072151,0.760339367,0.605663325,0.558545466,0.36742558
414,"AL, Jefferson, 01073002900",1073002900,"+33.5132498,-086.8300472",0.655252401,0.868053343,0.639290421,0.753173046,0.755406577,0.599435334,0.520474492,0.450933592
415,"AL, Jefferson, 01073003001",1073003001,"+33.5125157,-086.8577165",0.647046956,0.73899892,0.690484685,0.779488286,0.685011215,0.595127589,0.562708927,0.477509068
416,"AL, Jefferson, 01073003002",1073003002,"+33.5122579,-086.8441439",0.667929888,0.853426138,0.755169298,0.793204689,0.6768757,0.600125906,0.528397444,0.468310044
417,"AL, Jefferson, 01073003100",1073003100,"+33.5059655,-086.8745508",0.660280603,0.845617548,0.77818572,0.787159412,0.637108542,0.595407417,0.51854306,0.459942524
418,"AL, Jefferson, 01073003200",1073003200,"+33.5094019,-086.8859085",0.647883577,0.880818834,0.72887117,0.716883839,0.654368897,0.605044639,0.516115168,0.433082494
419,"AL, Jefferson, 01073003300",1073003300,"+33.5171261,-086.8913819",0.610170389,0.834567936,0.602633644,0.727226706,0.603130394,0.533633186,0.517909224,0.452091633
420,"AL, Jefferson, 01073003400",1073003400,"+33.5052228,-086.9014846",0.633523468,0.870800791,0.721881996,0.676782599,0.678655694,0.607955827,0.482237577,0.396349793
421,"AL, Jefferson, 01073003500",1073003500,"+33.5056238,-086.9242730",0.605971979,0.774549406,0.575131506,0.773065837,0.586578688,0.578823381,0.525460851,0.428194183
422,"AL, Jefferson, 01073003600",1073003600,"+33.4847638,-086.8981395",0.616531339,0.78377539,0.716636906,0.775230037,0.550752572,0.578823381,0.522526978,0.38797411
423,"AL, Jefferson, 01073003700",1073003700,"+33.4969019,-086.8907730",0.654494175,0.846270362,0.749528476,0.808878872,0.655230244,0.598729357,0.557864024,0.364957891
424,"AL, Jefferson, 01073003802",1073003802,"+33.4785702,-086.8900020",0.642654073,0.816935946,0.679061091,0.772880686,0.535901166,0.605691566,0.599395255,0.488712798
425,"AL, Jefferson, 01073003803",1073003803,"+33.4859451,-086.8696926",0.657937633,0.831362008,0.727080442,0.808487485,0.56329793,0.60561712,0.601711613,0.468006831
426,"AL, Jefferson, 01073003900",1073003900,"+33.4989960,-086.8647606",0.640053178,0.817089472,0.687444662,0.71442813,0.643577235,0.608222817,0.535713763,0.473896165
427,"AL, Jefferson, 01073004000",1073004000,"+33.4953245,-086.8516236",0.659162007,0.86189809,0.759075603,0.789655818,0.576632914,0.585223383,0.561125696,0.480522541
428,"AL, Jefferson, 01073004200",1073004200,"+33.5007439,-086.8270718",0.640127466,0.837537338,0.734589516,0.675677612,0.699128359,0.513812105,0.546816777,0.473330556
429,"AL, Jefferson, 01073004500",1073004500,"+33.5041857,-086.8033802",0.602413651,0.624695705,0.577505053,0.735261805,0.689878534,0.617457126,0.592276159,0.379821172
430,"AL, Jefferson, 01073004701",1073004701,"+33.5075242,-086.7836676",0.476808964,0.461766883,0.425453302,0.449404711,0.538360227,0.595735843,0.468867171,0.39807461
431,"AL, Jefferson, 01073004702",1073004702,"+33.5108808,-086.7744712",0.469320129,0.447310126,0.330744353,0.519685631,0.510744183,0.592241884,0.461142803,0.423371926
432,"AL, Jefferson, 01073004800",1073004800,"+33.4989064,-086.7826992",0.489425234,0.493960943,0.364982392,0.50522361,0.584073505,0.638380014,0.423624055,0.415732118
433,"AL, Jefferson, 01073004901",1073004901,"+33.4971594,-086.7917440",0.523438261,0.523692505,0.473510332,0.571204139,0.649598637,0.64250039,0.414006339,0.389555484
434,"AL, Jefferson, 01073004902",1073004902,"+33.4935824,-086.8009296",0.522797035,0.528785097,0.520569599,0.557120956,0.502357208,0.646515676,0.497601984,0.406628723
435,"AL, Jefferson, 01073005000",1073005000,"+33.4866689,-086.8173266",0.574307601,0.540736644,0.586725888,0.662632547,0.619350584,0.638903908,0.55092039,0.420883245
436,"AL, Jefferson, 01073005101",1073005101,"+33.4945909,-086.8347640",0.644166079,0.866330333,0.780686143,0.654969724,0.613768754,0.61998327,0.515059681,0.458364649
437,"AL, Jefferson, 01073005103",1073005103,"+33.4857148,-086.8327819",0.617301649,0.803187762,0.607745504,0.772138505,0.643062721,0.614012416,0.493380036,0.387584597
438,"AL, Jefferson, 01073005104",1073005104,"+33.4724964,-086.8346992",0.595985828,0.619485401,0.57727776,0.769956057,0.624859881,0.613678202,0.549213385,0.417430112
439,"AL, Jefferson, 01073005200",1073005200,"+33.4806707,-086.8508677",0.652891445,0.832136391,0.637579708,0.811653901,0.608167397,0.605283387,0.580075493,0.495343839
440,"AL, Jefferson, 01073005302",1073005302,"+33.5766650,-086.6965055",0.561203314,0.631691888,0.430533444,0.737200982,0.515282393,0.633738807,0.55457923,0.425396458
441,"AL, Jefferson, 01073005500",1073005500,"+33.5638545,-086.8071653",0.696815715,0.897355515,0.717197801,0.838784387,0.782868405,0.600816469,0.54384618,0.496841246
442,"AL, Jefferson, 01073005600",1073005600,"+33.5206824,-086.7260226",0.568801183,0.596312339,0.541989163,0.614571883,0.496268613,0.677717205,0.560845503,0.493903576
